Date,Water Usage,Temperature,Water Cost,Gas Usage,Gas Cost
2023-08-14 00:00:00.000000,46.0,38.0,0.047380000000000005,0.17142115172369018,0.2252473933649289
2023-08-15 00:00:00.000000,53.0,39.0,0.05459,0.2071414659481919,0.27218388625592416
2023-08-16 00:00:00.000000,54.0,37.0,0.05562,0.19141725637862753,0.25152227488151657
2023-08-17 00:00:00.000000,52.0,38.0,0.05356,0.19378043238330195,0.25462748815165875
2023-08-18 00:00:00.000000,43.0,38.0,0.04429,0.16024151139388432,0.210557345971564
2023-08-19 00:00:00.000000,47.0,38.0,0.04841,0.17514769850029216,0.2301440758293839
2023-08-20 00:00:00.000000,47.0,40.0,0.04841,0.19223527884178407,0.25259715639810426
2023-08-21 00:00:00.000000,42.0,40.0,0.04326,0.17178471726287087,0.22572511848341234
2023-08-22 00:00:00.000000,50.0,38.0,0.051500000000000004,0.18632733883009803,0.2448341232227488
2023-08-23 00:00:00.000000,44.0,41.0,0.04532,0.18796338375641108,0.24698388625592418
2023-08-24 00:00:00.000000,41.0,41.0,0.042230000000000004,0.17514769850029213,0.23014407582938387
2023-08-25 00:00:00.000000,41.0,41.0,0.042230000000000004,0.17514769850029213,0.23014407582938387
2023-08-26 00:00:00.000000,47.0,37.0,0.04841,0.1666039083295462,0.21891753554502372
2023-08-27 00:00:00.000000,40.0,37.0,0.0412,0.14179056028046483,0.18631279620853078
2023-08-28 00:00:00.000000,43.0,41.0,0.04429,0.1836914886710381,0.24137061611374408
2023-08-29 00:00:00.000000,41.0,40.0,0.042230000000000004,0.1676946049470882,0.22035071090047392
2023-08-30 00:00:00.000000,49.0,40.0,0.05047,0.20041550347334933,0.26334597156398104
2023-08-31 00:00:00.000000,40.0,37.0,0.0412,0.14179056028046483,0.18631279620853078
2023-09-01 00:00:00.000000,40.0,40.0,0.0412,0.16360449263130558,0.21497630331753553
2023-09-02 00:00:00.000000,45.0,37.0,0.04635,0.15951438031552295,0.20960189573459717
2023-09-03 00:00:00.000000,47.0,36.0,0.04841,0.15806011815880022,0.2076909952606635
2023-09-04 00:00:00.000000,44.0,39.0,0.04532,0.1719665000324612,0.22596398104265403
2023-09-05 00:00:00.000000,45.0,39.0,0.04635,0.1758748295786535,0.2310995260663507
2023-09-06 00:00:00.000000,40.0,36.0,0.0412,0.13451924949685126,0.17675829383886257
2023-09-07 00:00:00.000000,40.0,39.0,0.0412,0.15633318184769202,0.20542180094786733
2023-09-08 00:00:00.000000,40.0,36.0,0.0412,0.13451924949685126,0.17675829383886257
2023-09-09 00:00:00.000000,44.0,37.0,0.04532,0.15596961630851133,0.2049440758293839
2023-09-10 00:00:00.000000,50.0,39.0,0.051500000000000004,0.195416477309615,0.25677725118483413
2023-09-11 00:00:00.000000,50.0,38.0,0.051500000000000004,0.18632733883009803,0.2448341232227488
2023-09-12 00:00:00.000000,47.0,39.0,0.04841,0.1836914886710381,0.24137061611374408
2023-09-13 00:00:00.000000,50.0,36.0,0.051500000000000004,0.16814906187106407,0.2209478672985782
2023-09-14 00:00:00.000000,42.0,40.0,0.04326,0.17178471726287087,0.22572511848341234
2023-09-15 00:00:00.000000,49.0,37.0,0.05047,0.17369343634356943,0.22823317535545024
2023-09-16 00:00:00.000000,45.0,36.0,0.04635,0.15133415568395767,0.1988530805687204
2023-09-17 00:00:00.000000,48.0,39.0,0.049440000000000005,0.1875998182172304,0.24650616113744075
2023-09-18 00:00:00.000000,45.0,37.0,0.04635,0.15951438031552295,0.20960189573459717
2023-09-19 00:00:00.000000,45.0,37.0,0.04635,0.15951438031552295,0.20960189573459717
2023-09-20 00:00:00.000000,45.0,38.0,0.04635,0.1676946049470882,0.22035071090047392
2023-09-21 00:00:00.000000,49.0,36.0,0.05047,0.1647860806336428,0.21652890995260665
2023-09-22 00:00:00.000000,42.0,39.0,0.04326,0.1641498409400766,0.21569289099526065
2023-09-23 00:00:00.000000,35.0,40.0,0.03605,0.14315393105239238,0.18810426540284358
2023-09-24 00:00:00.000000,37.0,40.0,0.038110000000000005,0.15133415568395767,0.1988530805687204
2023-09-25 00:00:00.000000,40.0,39.0,0.0412,0.15633318184769202,0.20542180094786733
2023-09-26 00:00:00.000000,35.0,37.0,0.03605,0.12406674024540673,0.16302369668246444
2023-09-27 00:00:00.000000,36.0,40.0,0.03708,0.14724404336817504,0.193478672985782
2023-09-28 00:00:00.000000,36.0,39.0,0.03708,0.1406998636629228,0.18487962085308057
2023-09-29 00:00:00.000000,41.0,39.0,0.042230000000000004,0.1602415113938843,0.21055734597156398
2023-09-30 00:00:00.000000,41.0,38.0,0.042230000000000004,0.15278841784068037,0.200763981042654
2023-10-01 00:00:00.000000,45.0,39.0,0.04635,0.1758748295786535,0.2310995260663507
2023-10-02 00:00:00.000000,45.0,38.0,0.04635,0.1676946049470882,0.22035071090047392
2023-10-03 00:00:00.000000,40.0,39.0,0.0412,0.15633318184769202,0.20542180094786733
2023-10-04 00:00:00.000000,46.0,40.0,0.047380000000000005,0.1881451665260014,0.24722274881516587
2023-10-05 00:00:00.000000,45.0,36.0,0.04635,0.15133415568395767,0.1988530805687204
2023-10-06 00:00:00.000000,44.0,38.0,0.04532,0.16396805817048626,0.21545402843601896
2023-10-07 00:00:00.000000,43.0,39.0,0.04429,0.1680581704862689,0.22082843601895732
2023-10-08 00:00:00.000000,47.0,36.0,0.04841,0.15806011815880022,0.2076909952606635
2023-10-09 00:00:00.000000,36.0,39.0,0.03708,0.1406998636629228,0.18487962085308057
2023-10-10 00:00:00.000000,44.0,37.0,0.04532,0.15596961630851133,0.2049440758293839
2023-10-11 00:00:00.000000,37.0,39.0,0.038110000000000005,0.1446081932091151,0.19001516587677728
2023-10-12 00:00:00.000000,35.0,38.0,0.03605,0.13042913718106863,0.17138388625592418
2023-10-13 00:00:00.000000,48.0,37.0,0.049440000000000005,0.1701486723365578,0.22357535545023696
2023-10-14 00:00:00.000000,35.0,39.0,0.03605,0.1367915341167305,0.1797440758293839
2023-10-15 00:00:00.000000,36.0,37.0,0.03708,0.12761150425241835,0.16768151658767771
2023-10-16 00:00:00.000000,43.0,40.0,0.04429,0.1758748295786535,0.2310995260663507
2023-10-17 00:00:00.000000,45.0,40.0,0.04635,0.18405505421021878,0.24184834123222748
2023-10-18 00:00:00.000000,38.0,36.0,0.03914,0.1277932870220087,0.16792037914691946
2023-10-19 00:00:00.000000,43.0,36.0,0.04429,0.1446081932091151,0.19001516587677728
2023-10-20 00:00:00.000000,44.0,39.0,0.04532,0.1719665000324612,0.22596398104265403
2023-10-21 00:00:00.000000,43.0,37.0,0.04429,0.1524248523014997,0.20028625592417063
2023-10-22 00:00:00.000000,37.0,38.0,0.038110000000000005,0.13788223073427253,0.1811772511848341
2023-10-23 00:00:00.000000,44.0,40.0,0.04532,0.17996494189443613,0.2364739336492891
2023-10-23 00:00:00.000000,50.0,35.0,0.051500000000000004,0.1590599233915471,0.20900473933649288
2023-10-24 00:00:00.000000,46.0,37.0,0.047380000000000005,0.16305914432253457,0.21425971563981044
2023-10-25 00:00:00.000000,35.0,39.0,0.03605,0.1367915341167305,0.1797440758293839
2023-10-26 12:19:05.413501,45.0,21.646111111111104,0.04635,0.033916120236317536,0.04456578199052125
